TARGET,CODE_GENDER,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,DAYS_BIRTH,DAYS_EMPLOYED
0,F,0,90000.0,254700.0,13068.0,Pensioner,Secondary / secondary special,-21162,365243
0,F,0,225000.0,239850.0,25830.0,Working,Higher education,-10381,-1003
0,F,0,32850.0,408780.0,15538.5,Pensioner,Secondary / secondary special,-20504,365243
0,F,1,585000.0,1736937.0,47893.5,Working,Higher education,-15594,-6168
0,M,1,180000.0,873342.0,24147.0,Commercial associate,Secondary / secondary special,-15042,-284
0,F,0,67500.0,274500.0,15021.0,Working,Secondary / secondary special,-11767,-2598
1,M,0,202500.0,450000.0,30442.5,Working,Secondary / secondary special,-13284,-2142
0,F,0,270000.0,1002870.0,39901.5,Commercial associate,Secondary / secondary special,-19019,-3105
0,F,1,225000.0,948582.0,27864.0,Working,Incomplete higher,-10071,-346
0,F,0,135000.0,536917.5,17874.0,Working,Secondary / secondary special,-21919,-2538
0,F,0,112500.0,562500.0,27189.0,Commercial associate,Higher education,-14131,-2059
0,M,0,175500.0,277969.5,22090.5,Commercial associate,Higher education,-12440,-961
0,M,0,382500.0,675000.0,53329.5,Working,Higher education,-11864,-1748
0,M,0,90000.0,646920.0,17064.0,Working,Secondary / secondary special,-18854,-2191
0,F,1,450000.0,765000.0,38250.0,Working,Higher education,-15130,-1505
0,F,0,180000.0,441000.0,26928.0,Working,Secondary / secondary special,-11597,-111
0,F,0,67500.0,157500.0,11331.0,Working,Secondary / secondary special,-19850,-683
0,F,2,225000.0,1288350.0,41692.5,State servant,Secondary / secondary special,-11064,-2532
0,M,0,202500.0,382500.0,25690.5,Working,Secondary / secondary special,-13327,-960
0,M,1,130500.0,720000.0,26811.0,State servant,Higher education,-11646,-862
0,M,0,270000.0,1552221.0,48870.0,Pensioner,Secondary / secondary special,-23152,365243
0,F,1,540000.0,1354500.0,35860.5,Working,Higher education,-17547,-4387
0,M,1,112500.0,355536.0,18283.5,Working,Secondary / secondary special,-17280,-6707
0,F,0,238500.0,1125000.0,33025.5,Commercial associate,Higher education,-17615,-1960
0,F,0,90000.0,180000.0,9000.0,Working,Secondary / secondary special,-9427,-2383
0,F,1,157500.0,571486.5,25303.5,State servant,Higher education,-13092,-2071
0,F,0,112500.0,808650.0,23773.5,Commercial associate,Higher education,-13623,-4631
0,F,0,157500.0,225000.0,17775.0,Commercial associate,Higher education,-10551,-1173
1,F,0,112500.0,180000.0,9000.0,Commercial associate,Secondary / secondary special,-21929,-29
0,F,0,175500.0,284400.0,16456.5,Pensioner,Higher education,-23897,365243
0,F,0,333000.0,1668555.0,108018.0,Commercial associate,Higher education,-21883,-11184
0,F,0,112500.0,215640.0,11695.5,Working,Secondary / secondary special,-14953,-1011
0,M,0,225000.0,1224990.0,35946.0,Working,Secondary / secondary special,-11927,-1897
0,F,1,121500.0,286704.0,12757.5,Pensioner,Secondary / secondary special,-21235,365243
0,M,0,225000.0,284400.0,14854.5,Commercial associate,Secondary / secondary special,-7975,-552
0,F,0,90000.0,1125000.0,47794.5,Commercial associate,Higher education,-13021,-4431
0,M,0,157500.0,540000.0,22828.5,Commercial associate,Higher education,-21489,-2513
0,F,1,225000.0,1350000.0,47056.5,Working,Higher education,-16243,-5015
0,F,0,135000.0,807984.0,43177.5,Working,Higher education,-17648,-2449
0,F,1,225000.0,585000.0,29250.0,Working,Secondary / secondary special,-16492,-3006
0,F,0,117000.0,265851.0,13702.5,Pensioner,Secondary / secondary special,-22532,365243
0,F,2,171000.0,314055.0,13963.5,State servant,Incomplete higher,-10245,-2418
0,M,0,90000.0,315000.0,15750.0,Working,Secondary / secondary special,-16851,-387
0,F,1,202500.0,755190.0,36459.0,Commercial associate,Secondary / secondary special,-15636,-3213
0,M,0,112500.0,325908.0,14485.5,Working,Secondary / secondary special,-20060,-3173
0,M,0,225000.0,728460.0,44694.0,Working,Secondary / secondary special,-19274,-5283
0,F,0,130500.0,553806.0,38673.0,Pensioner,Secondary / secondary special,-20679,365243
0,F,0,189000.0,900000.0,31887.0,Commercial associate,Higher education,-12063,-1841
0,M,0,225000.0,1195461.0,34258.5,Working,Secondary / secondary special,-19395,-5187
0,F,0,90000.0,448056.0,17019.0,State servant,Secondary / secondary special,-16830,-3965
0,M,1,211500.0,207000.0,7933.5,Commercial associate,Secondary / secondary special,-17345,-875
0,M,0,270000.0,1288350.0,41692.5,Working,Secondary / secondary special,-17197,-1009
0,F,1,256500.0,1249740.0,69781.5,Working,Higher education,-14317,-4722
0,M,1,90000.0,571446.0,18562.5,Working,Secondary / secondary special,-13976,-1595
0,F,2,90000.0,254700.0,25321.5,Working,Higher education,-12456,-290
0,F,0,112500.0,706500.0,31248.0,Pensioner,Secondary / secondary special,-21023,365243
0,F,0,99000.0,545040.0,19705.5,Pensioner,Secondary / secondary special,-22649,365243
0,F,2,67500.0,495000.0,20830.5,Working,Higher education,-12775,-3458
0,F,0,112500.0,495882.0,30465.0,Working,Secondary / secondary special,-19824,-3830
0,F,1,82350.0,269550.0,14112.0,Working,Secondary / secondary special,-10611,-413
0,F,0,112500.0,1256400.0,36864.0,Working,Secondary / secondary special,-15274,-7622
0,F,1,157500.0,900000.0,46084.5,Working,Secondary / secondary special,-13114,-2869
0,F,1,103500.0,687600.0,18265.5,State servant,Higher education,-14517,-621
0,F,0,90000.0,851778.0,30307.5,Working,Secondary / secondary special,-18244,-5112
0,F,0,157500.0,450000.0,22500.0,Pensioner,Higher education,-20197,365243
0,M,0,135000.0,180000.0,9000.0,Working,Secondary / secondary special,-13543,-191
0,F,1,135000.0,497520.0,36054.0,Commercial associate,Higher education,-12001,-1469
0,F,1,90000.0,384048.0,14607.0,Working,Secondary / secondary special,-16794,-1416
0,F,0,135000.0,862560.0,25218.0,Commercial associate,Secondary / secondary special,-19526,-1018
0,F,0,135000.0,408780.0,20011.5,Working,Secondary / secondary special,-9667,-956
0,F,2,360000.0,900000.0,45000.0,Commercial associate,Secondary / secondary special,-16276,-2291
0,F,2,135000.0,1125000.0,33025.5,Working,Secondary / secondary special,-12978,-1337
0,F,0,270000.0,1185282.0,34785.0,Commercial associate,Secondary / secondary special,-13957,-2460
0,M,2,202500.0,57564.0,6327.0,Working,Incomplete higher,-13031,-434
0,F,3,67500.0,521280.0,27423.0,State servant,Secondary / secondary special,-10717,-1434
0,F,0,135000.0,625536.0,30222.0,Working,Secondary / secondary special,-16540,-5496
0,M,1,112500.0,256500.0,16519.5,Working,Secondary / secondary special,-11542,-1466
0,F,0,202500.0,508495.5,34119.0,Pensioner,Higher education,-23499,365243
0,F,2,162000.0,755190.0,31995.0,Working,Secondary / secondary special,-17694,-1072
0,F,1,112500.0,653328.0,25443.0,Working,Secondary / secondary special,-10461,-2495
0,F,0,180000.0,956574.0,40657.5,Commercial associate,Secondary / secondary special,-16710,-3211
0,M,2,135000.0,675000.0,21906.0,Working,Secondary / secondary special,-15103,-2689
0,F,0,47353.5,296280.0,12717.0,Working,Secondary / secondary special,-11776,-930
1,M,1,90000.0,148500.0,7222.5,Working,Secondary / secondary special,-16319,-3223
0,F,0,225000.0,879480.0,25713.0,Commercial associate,Secondary / secondary special,-19055,-8459
0,F,0,157500.0,675000.0,76473.0,Working,Incomplete higher,-11924,-1427
0,M,0,135000.0,276277.5,21825.0,Commercial associate,Secondary / secondary special,-12980,-1733
1,F,0,162000.0,900000.0,26446.5,Commercial associate,Secondary / secondary special,-13652,-2973
0,F,0,157500.0,723996.0,30802.5,Pensioner,Higher education,-21997,365243
0,F,0,135000.0,1288350.0,35559.0,Commercial associate,Secondary / secondary special,-17815,-338
0,F,0,157500.0,942300.0,27679.5,Pensioner,Secondary / secondary special,-20147,365243
0,F,2,112500.0,754740.0,24475.5,State servant,Secondary / secondary special,-13284,-1285
0,F,1,135000.0,1096020.0,52857.0,Working,Secondary / secondary special,-14737,-1897
0,F,0,202500.0,948816.0,27873.0,Pensioner,Secondary / secondary special,-22059,365243
0,F,0,162000.0,874152.0,46701.0,Commercial associate,Higher education,-15061,-8294
0,F,0,81000.0,344043.0,13644.0,Pensioner,Secondary / secondary special,-21072,365243
0,F,0,90000.0,545040.0,20547.0,Working,Secondary / secondary special,-21313,-4981
0,F,1,94500.0,589500.0,32107.5,Commercial associate,Secondary / secondary special,-9766,-1323
0,F,1,180000.0,315000.0,15750.0,Commercial associate,Higher education,-16189,-9173
0,F,1,225000.0,265500.0,15241.5,Working,Secondary / secondary special,-15371,-8563
0,F,1,90000.0,180000.0,9000.0,Working,Secondary / secondary special,-13544,-1069
0,M,0,211500.0,500211.0,50616.0,Working,Higher education,-12358,-4888
0,F,0,157500.0,711612.0,23085.0,Commercial associate,Secondary / secondary special,-15917,-232
0,F,0,103500.0,1042560.0,34587.0,Commercial associate,Incomplete higher,-8610,-286
0,M,0,270000.0,948582.0,27864.0,Commercial associate,Secondary / secondary special,-11298,-740
0,F,0,99000.0,381528.0,17784.0,Commercial associate,Secondary / secondary special,-9086,-1877
0,M,2,675000.0,1288350.0,41692.5,Commercial associate,Higher education,-18216,-2170
0,F,0,193500.0,755190.0,30078.0,Commercial associate,Higher education,-16680,-213
0,F,0,202500.0,508495.5,21672.0,Commercial associate,Secondary / secondary special,-19054,-366
0,M,0,180000.0,225000.0,11250.0,Commercial associate,Higher education,-12424,-1840
0,F,0,90000.0,1078200.0,28570.5,Working,Secondary / secondary special,-20159,-6293
0,F,0,247500.0,697500.0,46930.5,Pensioner,Secondary / secondary special,-16667,365243
0,F,0,126000.0,432661.5,20943.0,State servant,Secondary / secondary special,-14371,-3165
0,F,0,135000.0,679500.0,28786.5,State servant,Secondary / secondary special,-19229,-6941
0,F,0,180000.0,945000.0,40036.5,Commercial associate,Secondary / secondary special,-21951,-3022
0,F,0,112500.0,646920.0,18913.5,Pensioner,Secondary / secondary special,-20864,365243
0,F,0,144000.0,463500.0,20416.5,Pensioner,Secondary / secondary special,-23573,365243
0,F,0,90000.0,206280.0,7906.5,Pensioner,Secondary / secondary special,-22010,365243
0,F,1,112500.0,490536.0,23859.0,Working,Higher education,-13508,-2817
0,F,0,112500.0,225000.0,11250.0,Working,Higher education,-10839,-1256
0,F,0,90000.0,540000.0,20142.0,Pensioner,Secondary / secondary special,-20307,365243
0,F,1,315000.0,533668.5,35154.0,Commercial associate,Higher education,-12223,-501
0,F,0,135000.0,1236816.0,36292.5,Commercial associate,Secondary / secondary special,-18374,-1110
0,M,2,202500.0,557770.5,35775.0,Pensioner,Secondary / secondary special,-18650,365243
0,F,1,202500.0,298512.0,28039.5,Commercial associate,Higher education,-13465,-4205
1,F,1,112500.0,345645.0,16942.5,Working,Secondary / secondary special,-12327,-2531
0,M,1,252000.0,268659.0,25510.5,State servant,Secondary / secondary special,-14094,-7477
0,F,1,135000.0,270000.0,13500.0,Working,Higher education,-17970,-5170
0,F,1,225000.0,1157670.0,109917.0,Commercial associate,Secondary / secondary special,-13428,-2548
0,M,1,99000.0,177768.0,9076.5,Working,Secondary / secondary special,-11722,-129
0,F,1,135000.0,1174090.5,46692.0,Working,Higher education,-15518,-5158
0,F,1,90000.0,225000.0,11502.0,Commercial associate,Secondary / secondary special,-18531,-3189
0,M,0,112500.0,1506816.0,45814.5,Working,Secondary / secondary special,-17849,-673
0,F,2,144000.0,1832940.0,48483.0,Working,Higher education,-12624,-3355
0,F,0,112500.0,450000.0,23562.0,Working,Secondary / secondary special,-11134,-1409
1,F,0,270000.0,521280.0,35392.5,Working,Secondary / secondary special,-13101,-2204
0,F,1,67500.0,180000.0,21492.0,Working,Higher education,-10935,-455
1,F,1,90000.0,486459.0,23791.5,Working,Secondary / secondary special,-13869,-1177
0,F,2,157500.0,490495.5,38884.5,State servant,Secondary / secondary special,-13046,-929
0,F,2,180000.0,752553.0,38551.5,Working,Secondary / secondary special,-13078,-351
0,F,0,270000.0,265500.0,10111.5,Working,Incomplete higher,-11015,-1558
0,F,0,54000.0,180000.0,9000.0,Working,Higher education,-9812,-1087
0,M,0,157500.0,778500.0,28980.0,Commercial associate,Higher education,-10653,-2661
0,F,0,225000.0,373140.0,29610.0,Commercial associate,Secondary / secondary special,-13858,-200
1,M,0,135000.0,244584.0,14170.5,Working,Secondary / secondary special,-14452,-1690
0,F,0,180000.0,1009566.0,36391.5,Working,Higher education,-17243,-9421
0,M,0,112500.0,180000.0,9000.0,Working,Secondary / secondary special,-12211,-682
1,F,0,67500.0,781920.0,28215.0,Pensioner,Secondary / secondary special,-20624,365243
1,F,0,193500.0,855000.0,43785.0,Working,Secondary / secondary special,-12541,-1264
0,F,0,126000.0,1074861.0,35653.5,Commercial associate,Secondary / secondary special,-19308,-273
0,M,0,144000.0,364896.0,19926.0,Working,Secondary / secondary special,-19088,-1061
0,F,0,42750.0,148365.0,10548.0,Pensioner,Secondary / secondary special,-22983,365243
0,F,0,135000.0,1078200.0,31653.0,Working,Secondary / secondary special,-15496,-1761
0,F,2,225000.0,1288350.0,37800.0,Working,Secondary / secondary special,-13596,-801
0,F,0,144000.0,315000.0,15750.0,Pensioner,Secondary / secondary special,-21515,365243
0,M,0,90000.0,229500.0,8779.5,Commercial associate,Higher education,-18337,-674
0,M,0,112500.0,585000.0,22279.5,Working,Secondary / secondary special,-7713,-696
0,F,0,166500.0,1133748.0,33277.5,Pensioner,Secondary / secondary special,-22869,365243
0,F,0,157500.0,1125000.0,30168.0,State servant,Higher education,-17330,-10255
0,M,0,180000.0,518562.0,22099.5,Commercial associate,Secondary / secondary special,-16381,-1190
0,F,0,157500.0,232434.0,9594.0,Commercial associate,Secondary / secondary special,-14896,-1582
0,F,0,157500.0,1223010.0,48631.5,Working,Secondary / secondary special,-20863,-12094
0,M,0,103500.0,490495.5,31477.5,State servant,Incomplete higher,-9094,-830
0,F,0,180000.0,1256400.0,36733.5,Commercial associate,Higher education,-19882,-2384
0,F,1,180000.0,1078200.0,34911.0,Working,Higher education,-9312,-1141
0,F,0,126000.0,203760.0,13149.0,Working,Secondary / secondary special,-18173,-3660
0,M,0,157500.0,1481701.5,48969.0,Commercial associate,Secondary / secondary special,-10995,-1256
0,M,0,256500.0,1024290.0,36418.5,Working,Secondary / secondary special,-18438,-805
0,F,0,58500.0,157500.0,7875.0,Pensioner,Secondary / secondary special,-21091,365243
0,M,0,225000.0,521280.0,33835.5,Working,Secondary / secondary special,-8951,-406
0,F,0,157500.0,270000.0,13500.0,Commercial associate,Secondary / secondary special,-13491,-3942
0,F,0,130500.0,675000.0,19867.5,Working,Secondary / secondary special,-19131,-2943
0,F,1,67500.0,180000.0,9000.0,Working,Secondary / secondary special,-10146,-734
0,M,0,135000.0,1262146.5,53604.0,Working,Secondary / secondary special,-18055,-141
1,M,1,315000.0,86256.0,8041.5,Working,Secondary / secondary special,-13303,-3322
0,F,0,112500.0,646920.0,19044.0,Pensioner,Secondary / secondary special,-22384,365243
0,F,0,129150.0,254700.0,24939.0,Pensioner,Secondary / secondary special,-20409,365243
0,F,0,39150.0,101880.0,10566.0,Pensioner,Secondary / secondary special,-23608,365243
0,M,0,180000.0,755190.0,36459.0,Working,Higher education,-12442,-1551
0,F,3,112500.0,202500.0,15997.5,Working,Secondary / secondary special,-11588,-839
0,M,0,157500.0,1203444.0,50989.5,Working,Secondary / secondary special,-8539,-1206
0,F,1,180000.0,499261.5,24412.5,Working,Secondary / secondary special,-16434,-1315
0,F,0,180000.0,247500.0,12375.0,Working,Secondary / secondary special,-19410,-1777
0,F,2,301500.0,1762110.0,48586.5,Commercial associate,Higher education,-13267,-1913
0,M,0,202500.0,112500.0,6925.5,Working,Secondary / secondary special,-9431,-973
0,F,0,108000.0,557005.5,23728.5,Working,Secondary / secondary special,-18057,-2545
0,F,0,135000.0,247536.0,9018.0,Pensioner,Secondary / secondary special,-22447,365243
0,F,0,67500.0,490536.0,17748.0,Pensioner,Secondary / secondary special,-21731,365243
0,M,0,171000.0,1046142.0,27724.5,Working,Secondary / secondary special,-17729,-1701
0,F,0,135000.0,675000.0,41427.0,Working,Higher education,-15425,-1745
0,F,0,135000.0,675000.0,34596.0,Working,Secondary / secondary special,-19086,-408
0,M,0,202500.0,392427.0,28566.0,Working,Lower secondary,-10238,-725
0,F,1,90000.0,270000.0,13500.0,State servant,Higher education,-15682,-2787
1,M,0,135000.0,450000.0,22018.5,Commercial associate,Secondary / secondary special,-17191,-3421
0,F,3,54000.0,808650.0,26217.0,State servant,Secondary / secondary special,-12445,-748
0,M,1,180000.0,1255680.0,41629.5,Working,Secondary / secondary special,-10987,-1021
0,F,0,157500.0,521280.0,28408.5,Working,Secondary / secondary special,-13691,-1752
0,F,0,225000.0,325908.0,17811.0,Commercial associate,Secondary / secondary special,-10663,-193
0,F,1,112500.0,675000.0,24376.5,Working,Secondary / secondary special,-14456,-6354
0,F,0,157500.0,472500.0,32886.0,Working,Secondary / secondary special,-19600,-862
1,F,1,360000.0,405000.0,19611.0,State servant,Higher education,-14193,-5583
0,F,0,292500.0,720000.0,36000.0,Working,Secondary / secondary special,-14841,-2557
0,F,0,180000.0,270000.0,13500.0,Working,Secondary / secondary special,-11797,-470
0,F,0,135000.0,338832.0,31207.5,Working,Incomplete higher,-11065,-1763
0,F,0,67500.0,85320.0,5026.5,Working,Secondary / secondary special,-19407,-4139
0,F,1,225000.0,225000.0,11250.0,Commercial associate,Secondary / secondary special,-16604,-978
0,F,1,112500.0,254700.0,25191.0,Working,Secondary / secondary special,-11531,-2165
0,M,0,225000.0,1417500.0,52659.0,Pensioner,Higher education,-19832,365243
0,F,0,202500.0,450000.0,22018.5,Working,Secondary / secondary special,-19267,-2314
0,F,2,225000.0,675000.0,32472.0,Commercial associate,Secondary / secondary special,-11700,-2248
0,F,0,81000.0,267102.0,18720.0,Pensioner,Secondary / secondary special,-23060,365243
0,M,0,180000.0,1718473.5,55566.0,Working,Secondary / secondary special,-19896,-5128
0,F,1,315000.0,1249740.0,69912.0,Commercial associate,Higher education,-10339,-755
1,M,0,180000.0,521280.0,47938.5,Commercial associate,Secondary / secondary special,-9753,-400
0,M,0,157500.0,808650.0,23773.5,Commercial associate,Secondary / secondary special,-14804,-3121
0,M,0,225000.0,254700.0,20250.0,Working,Secondary / secondary special,-16058,-1051
0,F,0,112500.0,312768.0,11718.0,Pensioner,Secondary / secondary special,-21755,365243
0,F,0,63000.0,143910.0,14148.0,Pensioner,Secondary / secondary special,-23463,365243
0,F,0,81000.0,585000.0,25897.5,Pensioner,Secondary / secondary special,-21417,365243
0,F,0,157500.0,86598.0,10404.0,Commercial associate,Incomplete higher,-8535,-696
0,M,0,341325.0,275076.0,32773.5,Commercial associate,Higher education,-13620,-1480
0,F,2,112500.0,254700.0,20250.0,Working,Secondary / secondary special,-12594,-1035
0,F,0,247500.0,270000.0,13500.0,Commercial associate,Higher education,-13265,-950
0,F,0,225000.0,436032.0,21339.0,Pensioner,Secondary / secondary special,-20501,365243
0,F,1,202500.0,199467.0,8784.0,Pensioner,Secondary / secondary special,-20857,365243
0,F,0,157500.0,900000.0,26316.0,Working,Secondary / secondary special,-14419,-897
0,F,0,270000.0,1071000.0,38596.5,State servant,Secondary / secondary special,-19619,-7845
0,M,0,225000.0,675000.0,53329.5,Working,Secondary / secondary special,-13964,-1458
0,F,0,103500.0,808650.0,26217.0,Commercial associate,Secondary / secondary special,-18771,-3385
0,F,0,90000.0,262246.5,22563.0,Pensioner,Secondary / secondary special,-20259,365243
0,F,0,67500.0,254700.0,14620.5,Working,Secondary / secondary special,-16214,-720
0,F,0,202500.0,1078200.0,34780.5,Working,Secondary / secondary special,-19055,-2694
0,M,1,126000.0,508495.5,20295.0,Pensioner,Secondary / secondary special,-15974,365243
1,M,0,202500.0,354276.0,16645.5,Working,Secondary / secondary special,-20016,-216
0,F,1,157500.0,572292.0,20686.5,Commercial associate,Higher education,-14137,-3552
0,M,0,135000.0,862560.0,25348.5,Pensioner,Higher education,-20607,365243
0,F,2,202500.0,1460691.0,54261.0,Working,Higher education,-13209,-2664
0,F,0,175500.0,971280.0,54364.5,Working,Secondary / secondary special,-17585,-2257
0,F,0,135000.0,783000.0,26005.5,Working,Secondary / secondary special,-18035,-4202
0,M,0,337500.0,269982.0,28480.5,Commercial associate,Secondary / secondary special,-10366,-270
0,F,0,58500.0,71955.0,7137.0,Working,Secondary / secondary special,-19794,-2987
0,F,2,90000.0,180000.0,9000.0,Commercial associate,Secondary / secondary special,-15067,-3214
0,F,0,234000.0,518562.0,22972.5,Pensioner,Secondary / secondary special,-20683,365243
0,F,0,315000.0,900000.0,29875.5,Working,Higher education,-9618,-837
0,M,0,225000.0,640080.0,19534.5,Working,Secondary / secondary special,-10065,-352
0,F,0,90000.0,509922.0,28602.0,Working,Secondary / secondary special,-17223,-803
0,M,0,315000.0,675000.0,21775.5,Working,Higher education,-16422,-6069
0,F,0,112500.0,675000.0,19737.0,Working,Secondary / secondary special,-19682,-2104
0,M,0,180000.0,1024740.0,49428.0,Commercial associate,Secondary / secondary special,-10538,-649
1,F,0,180000.0,640080.0,31261.5,Working,Secondary / secondary special,-13815,-3875
0,M,0,126000.0,278613.0,25911.0,Working,Incomplete higher,-8574,-293
1,M,1,391500.0,1395000.0,36927.0,Working,Secondary / secondary special,-13909,-4780
0,M,0,180000.0,242595.0,19579.5,Commercial associate,Secondary / secondary special,-21052,-1421
0,F,0,112500.0,942300.0,27549.0,Pensioner,Secondary / secondary special,-20956,365243
0,F,0,99000.0,450000.0,23107.5,Pensioner,Secondary / secondary special,-22555,365243
1,M,0,112500.0,450000.0,35685.0,Working,Secondary / secondary special,-8056,-1232
0,F,2,112500.0,1155226.5,37395.0,Working,Secondary / secondary special,-10570,-1078
0,M,0,225000.0,497520.0,33376.5,State servant,Secondary / secondary special,-9777,-1895
0,F,1,72000.0,254700.0,17149.5,Working,Higher education,-15089,-5163
0,F,1,90000.0,396850.5,14958.0,Working,Secondary / secondary special,-11989,-3640
0,F,0,112500.0,645903.0,39645.0,Commercial associate,Secondary / secondary special,-15561,-1024
0,F,0,67500.0,229500.0,23512.5,Pensioner,Higher education,-23225,365243
0,M,0,121500.0,180000.0,9000.0,Commercial associate,Secondary / secondary special,-10315,-667
0,F,0,112500.0,229500.0,11848.5,Pensioner,Secondary / secondary special,-21014,365243
0,F,0,225000.0,701730.0,66757.5,Commercial associate,Higher education,-19879,-117
0,F,2,135000.0,1546020.0,42642.0,Commercial associate,Secondary / secondary special,-14441,-5500
0,M,0,135000.0,180000.0,9000.0,Commercial associate,Secondary / secondary special,-9543,-1327
0,M,0,427500.0,1546020.0,42642.0,Pensioner,Secondary / secondary special,-22848,365243
0,F,1,67500.0,202500.0,10125.0,State servant,Higher education,-9434,-858
0,F,0,157500.0,599472.0,32647.5,Working,Higher education,-17144,-1050
0,F,2,171000.0,640080.0,24129.0,State servant,Higher education,-11787,-3105
0,F,1,202500.0,675000.0,34596.0,State servant,Higher education,-13359,-1817
0,F,1,90000.0,152820.0,15241.5,Working,Secondary / secondary special,-13135,-1482
0,F,0,135000.0,157050.0,6781.5,Working,Secondary / secondary special,-18011,-7148
0,F,2,67500.0,540000.0,27702.0,Working,Secondary / secondary special,-13584,-2368
0,F,0,157500.0,1029681.0,30105.0,Working,Secondary / secondary special,-20145,-7824
0,M,1,270000.0,675000.0,26284.5,Commercial associate,Higher education,-10224,-2312
0,F,0,112500.0,238500.0,13068.0,Commercial associate,Secondary / secondary special,-15903,-762
1,M,0,157500.0,409653.0,20052.0,Working,Secondary / secondary special,-15644,-3337
0,F,0,360000.0,867951.0,25506.0,Commercial associate,Secondary / secondary special,-15884,-2938
1,F,0,157500.0,135000.0,16020.0,Commercial associate,Incomplete higher,-9420,-201
0,F,0,157500.0,667237.5,36324.0,Commercial associate,Higher education,-16297,-937
0,M,0,90000.0,862560.0,25348.5,Working,Secondary / secondary special,-19176,-1333
0,M,0,225000.0,592560.0,35937.0,Commercial associate,Secondary / secondary special,-8409,-422
0,F,0,166500.0,270000.0,13500.0,Commercial associate,Higher education,-17488,-1123
0,F,0,288000.0,1546020.0,42642.0,State servant,Secondary / secondary special,-22348,-10602
0,F,1,67500.0,180000.0,9000.0,Working,Secondary / secondary special,-7892,-688
0,F,0,90000.0,105534.0,10566.0,Pensioner,Higher education,-23554,365243
0,M,0,90000.0,180000.0,9000.0,Working,Secondary / secondary special,-7939,-550
0,F,0,247500.0,450000.0,35554.5,State servant,Higher education,-14240,-3504
0,F,2,180000.0,545040.0,25537.5,Commercial associate,Higher education,-12003,-5427
0,M,1,247500.0,835380.0,40320.0,Working,Higher education,-11939,-4115
0,M,0,337500.0,1762110.0,65430.0,Pensioner,Higher education,-21965,365243
0,F,0,144000.0,450000.0,16965.0,Commercial associate,Secondary / secondary special,-12371,-1159
0,F,2,180000.0,835380.0,40320.0,Commercial associate,Higher education,-14413,-5292
1,M,1,157500.0,373311.0,19188.0,Commercial associate,Incomplete higher,-10521,-1457
0,F,1,135000.0,315000.0,22531.5,Working,Secondary / secondary special,-13441,-1792
0,F,1,130500.0,382500.0,19125.0,Commercial associate,Secondary / secondary special,-13662,-1790
0,M,0,157500.0,270000.0,13500.0,Commercial associate,Secondary / secondary special,-13606,-1133
0,F,0,157500.0,1080000.0,38920.5,Pensioner,Secondary / secondary special,-22342,365243
0,F,1,270000.0,1312110.0,55723.5,Commercial associate,Higher education,-16701,-1177
0,F,0,180000.0,547344.0,29290.5,Commercial associate,Higher education,-15897,-3594
0,M,1,202500.0,450000.0,27324.0,Working,Higher education,-10991,-1070
0,F,0,112500.0,276277.5,18594.0,Working,Secondary / secondary special,-19864,-1305
0,F,0,172800.0,247500.0,9459.0,Commercial associate,Secondary / secondary special,-18925,-1347
0,F,1,135000.0,405000.0,17289.0,Pensioner,Secondary / secondary special,-20050,365243
0,F,0,157500.0,431280.0,23526.0,Working,Secondary / secondary special,-18024,-3153
0,M,0,247500.0,539100.0,29376.0,State servant,Secondary / secondary special,-10244,-383
0,F,3,90000.0,270000.0,13500.0,Working,Secondary / secondary special,-12617,-458
0,F,2,180000.0,298728.0,15381.0,Working,Secondary / secondary special,-13383,-3670
1,F,1,67500.0,180000.0,9000.0,Working,Secondary / secondary special,-15030,-602
0,F,0,211500.0,180000.0,9000.0,Working,Higher education,-10420,-3258
0,F,0,247500.0,942300.0,27679.5,State servant,Higher education,-17669,-2398
0,M,0,157500.0,521280.0,27423.0,Working,Secondary / secondary special,-13676,-3383
0,F,0,81000.0,545040.0,20677.5,Working,Secondary / secondary special,-18040,-1079
0,F,0,112500.0,814041.0,23931.0,Working,Secondary / secondary special,-16466,-3792
0,F,1,382500.0,1692085.5,62838.0,Commercial associate,Higher education,-16467,-1411
0,F,0,130500.0,545040.0,25537.5,Working,Secondary / secondary special,-15578,-1787
0,F,0,112500.0,101880.0,10939.5,Working,Secondary / secondary special,-15548,-5174
0,M,0,180000.0,640080.0,29970.0,Working,Secondary / secondary special,-14049,-2421
0,M,0,171000.0,180000.0,9000.0,Working,Secondary / secondary special,-7708,-403
0,F,1,90000.0,416052.0,20367.0,Working,Secondary / secondary special,-12860,-133
1,F,1,139500.0,573628.5,24435.0,Pensioner,Lower secondary,-14922,365243
0,F,0,184500.0,571486.5,27621.0,Pensioner,Secondary / secondary special,-21782,365243
0,M,0,90000.0,970380.0,28503.0,Pensioner,Higher education,-22216,365243
0,F,0,99000.0,900000.0,26316.0,Working,Secondary / secondary special,-20034,-2911
0,M,0,184500.0,270000.0,13500.0,Commercial associate,Incomplete higher,-15036,-375
0,F,0,157500.0,450000.0,22018.5,Commercial associate,Secondary / secondary special,-11505,-479
0,F,0,112500.0,269550.0,11416.5,Working,Secondary / secondary special,-20315,-12848
0,M,1,283500.0,398016.0,39496.5,Working,Secondary / secondary special,-15731,-939
